Gene.id,Neutrophil,RBC,Bcell,Monocyte,CD4.Tcell,CD8.Tcell,Platelet
ENSG00000254789,-0.030346494,-0.03282366,-0.03282366,-0.03282366,-0.03282366,-0.03282366,-0.03282366
ENSG00000169896,0.031340939,-0.03282366,-0.024031087,0.005567727,-0.031545322,-0.030740912,-0.032356492
ENSG00000196358,-0.023719446,-0.03282366,-0.032301735,-0.03203025,-0.032336554,-0.031795453,-0.03281753
ENSG00000261172,-0.023646234,-0.03282366,-0.031787287,-0.026985711,-0.032795785,-0.032777486,-0.03282366
ENSG00000163191,0.53006704,-0.03281365,0.044989342,0.304680727,-0.006013307,-0.018375709,-0.028314743
ENSG00000158156,-0.00475122,-0.03282366,-0.030575603,-0.024977855,-0.030961318,-0.031068867,-0.032766676
ENSG00000085514,0.024252151,-0.03282366,-0.013799354,0.022030682,-0.032559082,-0.032440179,-0.032398093
ENSG00000172322,-0.00577337,-0.03282366,-0.024812244,-0.008179474,-0.032754256,-0.032756033,-0.032638679
ENSG00000237541,-0.030146041,-0.03282366,-0.032758921,-0.032778217,-0.032814954,-0.03281645,-0.032807881
ENSG00000204160,0.043097404,-0.032819904,-0.026639995,-0.028285001,-0.018932649,-0.020414994,-0.032786059
ENSG00000187037,-0.028404319,-0.03282366,-0.032657231,-0.031692872,-0.032800704,-0.032814154,-0.03282366
ENSG00000269981,0.064009112,-0.03282366,-0.024347,-0.018862891,-0.024086949,-0.017655064,-0.03282366
ENSG00000175489,0.033748061,-0.03282366,-0.00336782,0.023967731,-0.032686304,-0.032723549,-0.032664339
ENSG00000101336,0.096001513,-0.03282366,0.020844162,0.066282686,-0.032128476,-0.032489569,-0.032139254
ENSG00000188305,-0.025100037,-0.03282366,-0.032256369,-0.031242953,-0.032560763,-0.032477837,-0.032818989
ENSG00000168329,-0.011316168,-0.03282366,-0.026331623,-0.026769754,-0.032758316,-0.032387689,-0.032567065
ENSG00000255328,-0.029142805,-0.03282366,-0.032553246,-0.032796544,-0.032688585,-0.032634335,-0.03282366
ENSG00000165071,0.007449619,-0.03282366,-0.029776722,-0.025525575,-0.028506989,-0.029080241,-0.03249528
ENSG00000136040,0.001188193,-0.032786482,-0.023587061,-0.025578205,-0.03119176,-0.031606558,-0.032794474
ENSG00000268903,0.008741603,-0.03282366,-0.030000991,-0.026437049,-0.028500385,-0.026200853,-0.032759958
ENSG00000105835,0.103627145,-0.032821404,-0.011876494,0.013531729,-0.023226698,-0.025205461,-0.032775826
ENSG00000115607,-0.021593575,-0.03282366,-0.030854397,-0.032768205,-0.031852897,-0.031015544,-0.032706098
ENSG00000225101,-0.027240155,-0.032820509,-0.032293805,-0.028615447,-0.032817518,-0.032818573,-0.032806961
ENSG00000123405,0.043135807,-0.010927293,-0.03148498,-0.02021173,-0.032780668,-0.032788053,-0.02225598
ENSG00000121060,-0.008166041,-0.032810048,-0.029482979,-0.028933934,-0.030527738,-0.03084229,-0.03277557
ENSG00000148572,0.017565296,-0.032812918,-0.0271198,-0.028502043,-0.024064019,-0.025886579,-0.032760411
ENSG00000102524,-0.013432352,-0.032796957,-0.029062929,-0.01996425,-0.032138326,-0.032615295,-0.032650713
ENSG00000012779,0.077669075,-0.032820011,0.011646002,0.020345466,-0.029945835,-0.030667009,-0.032562554
ENSG00000105339,-0.001387457,-0.032823196,-0.025204366,-0.025899914,-0.03119109,-0.031141152,-0.032704816
ENSG00000086730,-0.004175446,-0.032822163,-0.023515279,-0.013311835,-0.032479173,-0.03234491,-0.032633185
ENSG00000197208,-0.025027883,-0.031851215,-0.03251901,-0.029973455,-0.032794043,-0.032786865,-0.03282366
ENSG00000151651,0.113999505,-0.032822236,-0.017355485,-0.006374849,-0.013922862,-0.013766776,-0.032723043
ENSG00000173638,-0.025029014,-0.032821618,-0.032249328,-0.030245987,-0.032410925,-0.032587339,-0.03281404
ENSG00000177663,0.011282434,-0.03282366,-0.028517264,-0.019563357,-0.028540297,-0.029304007,-0.032630716
ENSG00000224397,-0.004635015,-0.03282366,-0.012986447,-0.01499773,-0.032774939,-0.032805726,-0.032598
ENSG00000114626,0.065651032,-0.030985993,-0.02297022,-0.019384283,-0.023117674,-0.022888615,-0.030940606
ENSG00000112299,-0.022507515,-0.03282366,-0.030368209,-0.026276639,-0.032819389,-0.032820122,-0.032603005
ENSG00000183688,0.013872007,-0.032818021,-0.030330525,-0.023552342,-0.02668222,-0.028507985,-0.03124639
ENSG00000260528,-0.027693608,-0.032820651,-0.032291527,-0.031231588,-0.03275327,-0.032775077,-0.03282366
ENSG00000167261,0.026312342,-0.03282366,-0.020918128,-0.019759122,-0.027691471,-0.028726948,-0.032686167
ENSG00000102145,-0.021923914,-0.027427885,-0.03274473,-0.032800575,-0.032744049,-0.032794355,-0.02957724
ENSG00000057704,-0.022520749,-0.032822616,-0.030883722,-0.030066475,-0.032603705,-0.032233281,-0.032814433
ENSG00000211828,-0.02986856,-0.03282366,-0.03182031,-0.03282366,-0.03282366,-0.03282366,-0.03282366
ENSG00000255197,0.000627992,-0.03282366,-0.012248972,-0.006596297,-0.032358723,-0.0325077,-0.032683221
ENSG00000120280,-0.021665105,-0.03282366,-0.029951537,-0.028954891,-0.032373029,-0.032681478,-0.032791251
ENSG00000269385,-0.030348788,-0.03282366,-0.032642295,-0.032696353,-0.03282366,-0.03282366,-0.03282366
ENSG00000101265,0.069748204,-0.032820114,-0.013736981,-0.001781193,-0.022508767,-0.024919774,-0.032627405
ENSG00000152213,-0.026766305,-0.03282366,-0.031513658,-0.030126582,-0.032799384,-0.032815044,-0.032789091
ENSG00000184106,-0.026649281,-0.032733177,-0.032551279,-0.029300711,-0.03282366,-0.03282366,-0.032049122
ENSG00000196189,-0.016811558,-0.03282366,-0.029478498,-0.020276109,-0.032240169,-0.031910286,-0.03266151
ENSG00000164821,-0.030613291,-0.03282366,-0.032679744,-0.03282366,-0.03273764,-0.03282366,-0.03282366
ENSG00000198019,-0.029618237,-0.03282366,-0.032648675,-0.031457186,-0.03282366,-0.03282366,-0.032820106
ENSG00000180549,-0.025986789,-0.03282366,-0.03239602,-0.031302673,-0.032109909,-0.032313312,-0.032819007
ENSG00000254470,-0.004805199,-0.032822246,-0.028014594,-0.021697992,-0.030233928,-0.030738147,-0.032821161
ENSG00000146859,-0.005392791,-0.032679454,-0.029607416,-0.03153991,-0.030821612,-0.031317535,-0.023300286
ENSG00000141526,-0.014910444,-0.03282139,-0.029255567,-0.020548095,-0.031689303,-0.031639801,-0.032794253
ENSG00000171860,-0.020177557,-0.03282366,-0.029070336,-0.026321907,-0.032421582,-0.032439412,-0.032711551
ENSG00000142657,0.06770933,-0.032768579,-0.017312383,0.032532114,-0.02762538,-0.02843305,-0.02442404
ENSG00000180644,0.005436413,-0.03282366,-0.017915226,-0.032246306,-0.030404526,-0.01823461,-0.031594711
ENSG00000144118,0.017041266,-0.03281899,-0.017064695,-0.017407554,-0.029282336,-0.030712471,-0.031495476
ENSG00000215114,-0.017695788,-0.032770618,-0.029861947,-0.029675698,-0.031201397,-0.031769566,-0.032765661
ENSG00000113532,-0.021129196,-0.032820167,-0.030452665,-0.030606677,-0.031625163,-0.031993174,-0.032794349
ENSG00000233013,-0.03006417,-0.03282366,-0.032723713,-0.032084504,-0.032791657,-0.032813058,-0.03281786
ENSG00000091106,-0.027789027,-0.03282366,-0.031282735,-0.028464158,-0.032798031,-0.032796369,-0.032777211
ENSG00000120868,-0.017632659,-0.032818496,-0.029819362,-0.029920513,-0.03111559,-0.031253336,-0.032793251
ENSG00000142347,0.100236642,-0.032822864,-0.011323048,0.016673252,-0.0181846,-0.013694564,-0.032519866
ENSG00000165879,-0.001763535,-0.032821091,-0.0287602,-0.026418407,-0.027929961,-0.028044538,-0.032714725
ENSG00000116017,-0.0240026,-0.032817996,-0.030038935,-0.028590066,-0.032479524,-0.032553877,-0.032801981
ENSG00000064547,0.029279041,-0.03282366,-0.023732118,-0.024323634,-0.019626313,-0.018596323,-0.032718755
ENSG00000188056,-0.030159406,-0.03281613,-0.032649036,-0.031850079,-0.03282366,-0.03282366,-0.03282366
ENSG00000188404,0.348521366,-0.03282366,0.043637268,0.081072506,0.034872921,0.009577635,-0.030829257
ENSG00000167851,0.01581214,-0.03282366,-0.018949551,0.002249101,-0.029569101,-0.027078876,-0.032463347
ENSG00000145819,-0.021793888,-0.032808188,-0.03153273,-0.028704596,-0.032241352,-0.03057811,-0.032794228
ENSG00000182541,0.004457747,-0.032822557,-0.028232724,-0.029642917,-0.019701306,-0.021876914,-0.032757403
ENSG00000139370,-0.018985048,-0.032797651,-0.028879663,-0.030246753,-0.031599648,-0.030748134,-0.032803971
ENSG00000076662,0.005988401,-0.03282366,-0.025117931,-0.027383021,-0.021956911,-0.026505633,-0.032803281
ENSG00000253981,-0.02985666,-0.03282366,-0.03221682,-0.03262025,-0.032722794,-0.032641388,-0.03282366
ENSG00000138185,-0.020123363,-0.032822685,-0.028814911,-0.028385372,-0.031334154,-0.032223374,-0.032771945
ENSG00000189067,0.104947459,-0.032819625,-0.010677184,-0.012866606,-0.003063737,0.010745553,-0.032462472
ENSG00000110876,0.142222847,-0.03282366,0.004252019,0.034248197,0.002960031,-0.013691191,-0.031907655
ENSG00000229644,-0.028222654,-0.03282366,-0.032180037,-0.031470375,-0.032348651,-0.032631322,-0.03282366
ENSG00000100453,-0.020519221,-0.03282366,-0.022418969,-0.03260279,-0.032447513,-0.027846845,-0.031443184
ENSG00000169397,-0.029991675,-0.03282366,-0.032467378,-0.03129668,-0.03282366,-0.032808397,-0.032756862
ENSG00000169180,0.061419257,-0.032767778,-0.012998938,-0.022832389,-0.0056855,-0.006047562,-0.032661982
ENSG00000123329,0.071514362,-0.03282366,-0.017390164,-0.013515759,-0.007080994,-0.002172256,-0.032504715
ENSG00000118308,-0.0112414,-0.032805124,-0.017568994,-0.029480082,-0.030272318,-0.029194301,-0.032448941
ENSG00000139890,-0.025627435,-0.032820707,-0.031004499,-0.032508181,-0.031171563,-0.031498247,-0.032813228
ENSG00000177156,0.083217116,-0.026877343,-0.016748689,0.035019905,-0.023352405,-0.027169831,-0.022264341
ENSG00000125753,0.07636653,-0.03282177,0.003161809,0.021752531,-0.020177786,-0.021498471,-0.030569828
ENSG00000169220,0.015047613,-0.032814697,-0.025197239,-0.02068531,-0.021064693,-0.023680703,-0.032636828
ENSG00000183822,-0.031295964,-0.03282366,-0.032742657,-0.032802338,-0.032801873,-0.03282366,-0.03282366
ENSG00000005020,-0.012483174,-0.03269911,-0.022733963,-0.025161052,-0.03174679,-0.03184018,-0.031372965
ENSG00000180739,-0.026809034,-0.03282366,-0.029543106,-0.032743447,-0.03251157,-0.028108283,-0.032630834
ENSG00000163162,0.047014167,-0.032809585,-0.018493485,-0.011537648,-0.011686108,-0.017614257,-0.032699345
ENSG00000125910,0.04936218,-0.03282366,-0.015628827,-0.014604639,-0.008917874,-0.016993243,-0.032751402
ENSG00000171700,0.030541677,-0.03282366,-0.009043404,0.003289429,-0.021956242,-0.025963356,-0.032598363
ENSG00000173083,-0.027540354,-0.03282366,-0.032447484,-0.028485127,-0.031882127,-0.032458198,-0.032533317
ENSG00000111729,-0.030219407,-0.03282366,-0.032091969,-0.031154454,-0.03282366,-0.032815082,-0.03282366
ENSG00000112561,-0.022535692,-0.03282366,-0.025216076,-0.02425413,-0.031905102,-0.031946135,-0.032761924
ENSG00000101425,-0.031147625,-0.03282366,-0.032772581,-0.031517024,-0.03282366,-0.03282366,-0.032804507
ENSG00000100055,0.019617562,-0.03282366,-0.013345731,-0.015530944,-0.025341908,-0.023548321,-0.032622646
ENSG00000106348,0.015407721,-0.032819943,-0.016911528,0.006933763,-0.025008165,-0.024877135,-0.032606957
ENSG00000183486,-0.01853502,-0.03282366,-0.029767058,-0.028961996,-0.03024764,-0.030479539,-0.032766523
ENSG00000237169,-0.030410966,-0.03282366,-0.032604852,-0.032230244,-0.032689905,-0.032757192,-0.032799419
ENSG00000112062,-0.01172002,-0.032785953,-0.028031469,-0.027073008,-0.029332436,-0.029488365,-0.032383723
ENSG00000118564,0.013463968,-0.032747745,-0.019177433,-0.00582694,-0.024072717,-0.02643375,-0.032631722
ENSG00000235655,0.074365969,-0.032707724,-0.00344088,0.006669481,-0.019103101,-0.018679033,-0.026358319
ENSG00000155926,-0.005777389,-0.03282366,-0.028500947,-0.025528154,-0.026218033,-0.025591345,-0.032538692
ENSG00000132589,0.071979104,-0.031532022,-0.002216317,-0.010530076,-0.005371683,-0.014026884,-0.032041538
ENSG00000146112,0.029231597,-0.03282218,-0.016019454,-0.008104729,-0.020117667,-0.024849766,-0.031061532
ENSG00000237803,-0.031150794,-0.03282366,-0.032797046,-0.032666869,-0.03282366,-0.03282366,-0.032559554
ENSG00000162704,-0.005342229,-0.032815331,-0.02406994,-0.020515451,-0.029275462,-0.03058211,-0.030758205
ENSG00000131669,0.01489998,-0.03282109,-0.020841053,0.009473517,-0.020351789,-0.023925823,-0.031842869
ENSG00000163932,0.019491736,-0.032821656,-0.016824372,-0.001492119,-0.026415979,-0.025371127,-0.029608822
ENSG00000137575,0.056183636,-0.031702438,-0.014641876,0.001088255,-0.008746921,-0.016344021,-0.032156791
ENSG00000146828,-0.009060727,-0.03282366,-0.026177735,-0.021955333,-0.028084026,-0.028174069,-0.0327804
ENSG00000128011,-0.028241977,-0.03282366,-0.032228357,-0.031853248,-0.032089787,-0.031910307,-0.032805879
ENSG00000113368,-0.013547433,-0.032724355,-0.03000744,-0.026740243,-0.026395718,-0.0281895,-0.032737611
ENSG00000123609,-0.015287339,-0.03268478,-0.028545439,-0.02762206,-0.028888838,-0.02984576,-0.032609444
ENSG00000087157,-0.017697727,-0.032819547,-0.029113623,-0.02715178,-0.029157094,-0.03016759,-0.032736479
ENSG00000203804,-0.030552448,-0.03282366,-0.032669382,-0.032265684,-0.032530152,-0.03268954,-0.03282366
ENSG00000131236,0.059692782,-0.032779041,0.004385706,-0.007100376,-0.010395084,-0.017993319,-0.030084105
ENSG00000172936,0.019515544,-0.03282366,-0.003212464,0.012661397,-0.022891345,-0.022087623,-0.032398653
ENSG00000116815,-0.01713013,-0.032640407,-0.028501977,-0.026550688,-0.029720463,-0.030463046,-0.032688789
ENSG00000160785,-0.023518331,-0.032817127,-0.030880979,-0.031184393,-0.030407551,-0.03015502,-0.032744524
ENSG00000127084,0.030182156,-0.03282366,-0.01726543,-0.019115193,-0.009151958,-0.010609585,-0.032370472
ENSG00000196954,-0.006495763,-0.03282366,-0.025451148,-0.025013842,-0.026247883,-0.027692403,-0.03226191
ENSG00000168394,0.012881598,-0.03282366,-0.020113514,-0.02229846,-0.017550286,-0.018565908,-0.032585937
ENSG00000119408,-0.023079622,-0.032819039,-0.02544014,-0.028764577,-0.031010077,-0.031440959,-0.032769242
ENSG00000117676,0.003676905,-0.032807464,-0.021119614,-0.018130182,-0.023291654,-0.025347294,-0.032600922
ENSG00000159496,-0.027596785,-0.03282366,-0.031898762,-0.032434421,-0.030825633,-0.031003344,-0.032787959
ENSG00000089639,0.049820706,-0.03282002,-0.003799924,-0.001603281,-0.013165573,-0.012716414,-0.032109949
ENSG00000141480,0.085350077,-0.029620952,0.003748361,0.06494462,-0.007816074,-0.006986286,-0.031635583
ENSG00000142634,0.135926184,-0.032810213,0.023497147,0.106295505,0.00975535,0.021628822,-0.032144324
ENSG00000079277,-0.021649083,-0.032771363,-0.030301464,-0.029680574,-0.030465896,-0.030187272,-0.032668707
ENSG00000197622,0.104762254,-0.032782987,0.029467822,-0.007190226,0.022080515,0.01406817,-0.032280521
ENSG00000126860,-0.008953851,-0.03282366,-0.026978213,-0.013127235,-0.023053213,-0.027718932,-0.032614652
ENSG00000077420,0.017264372,-0.032724486,-0.015527317,-0.013942015,-0.016872024,-0.022093653,-0.032563915
ENSG00000131759,0.001964148,-0.03282366,-0.022275441,-0.010250954,-0.02369467,-0.023153557,-0.032704211
ENSG00000124126,0.054775332,-0.032819057,-0.006454425,-0.010527439,0.006246257,-0.000653417,-0.032646386
ENSG00000172081,0.031783571,-0.032736705,-0.008182938,-0.002692486,-0.017098992,-0.016634752,-0.032371573
ENSG00000122862,0.672891458,-0.032717648,0.125352163,0.574365384,0.226838265,0.1533942,-0.007465311
ENSG00000105851,-0.024224657,-0.03282366,-0.02652455,-0.031131697,-0.030259444,-0.030862972,-0.032783108
ENSG00000135899,-0.016183294,-0.032808787,-0.021106289,-0.028142757,-0.027796479,-0.028996147,-0.032771117
ENSG00000015285,0.069516689,-0.03282366,0.001660655,0.043179601,-0.000619052,-0.005804554,-0.03196013
ENSG00000171608,0.042498541,-0.03282151,-0.008851351,-0.016012985,0.000297519,0.003565585,-0.032542625
ENSG00000160710,0.023733951,-0.03257922,-0.013493251,-0.020197866,-0.011236019,-0.012290511,-0.032539536
ENSG00000130592,0.058678189,-0.03282366,0.007577088,0.032145554,-0.002590251,-0.011485847,-0.032284717
ENSG00000186517,0.059646496,-0.032822316,0.007627294,0.00529472,-0.000747424,-0.010184958,-0.032232444
ENSG00000123146,0.099526888,-0.032816072,0.012480185,0.017941912,0.008749771,0.034099535,-0.032573444
ENSG00000164691,0.021910107,-0.03282366,0.01154201,-0.016598066,-0.004728909,-0.016714338,-0.032609003
ENSG00000084070,0.132833614,-0.032653061,0.07940082,0.022219515,0.037845916,0.014372747,-0.03196269
ENSG00000081237,0.111744425,-0.03282366,0.043778808,0.004491265,0.030076222,0.02836413,-0.032584968
ENSG00000102879,0.19286679,-0.032820866,0.051674689,0.07099334,0.053761302,0.03970564,-0.031596845
ENSG00000111913,0.035673141,-0.032821519,-0.001217639,-0.022356587,-0.007662599,-0.014032273,-0.027950348
ENSG00000180509,-0.031462793,-0.03282366,-0.032581882,-0.032296337,-0.03282366,-0.03282366,-0.03282366
ENSG00000160796,0.037889554,-0.032822274,-0.011163872,-0.001346201,-0.004983813,-0.003597809,-0.0324514
ENSG00000136167,0.250370637,-0.03279407,0.113337985,0.148589722,0.078982746,0.045429521,-0.030649829
ENSG00000160410,0.015163423,-0.032759671,-0.010664645,0.010929297,-0.015809797,-0.017886214,-0.03213938
ENSG00000149516,-0.031665238,-0.03282366,-0.032762438,-0.032798867,-0.032766659,-0.032755468,-0.032794964
ENSG00000153310,-0.012625274,-0.032792353,-0.023147535,-0.024232174,-0.025972873,-0.027544323,-0.032726227
ENSG00000172354,0.04114639,-0.031825347,0.000636036,0.03962217,-0.004791039,-0.010886986,-0.031897783
ENSG00000160991,-0.022542527,-0.032820595,-0.024500906,-0.029145863,-0.031135061,-0.031370668,-0.031269655
ENSG00000117151,-0.029409423,-0.032816794,-0.031609393,-0.032061394,-0.031938323,-0.032375465,-0.032808065
ENSG00000185507,-0.011141905,-0.03281589,-0.021038941,-0.012011533,-0.02480091,-0.024907713,-0.032732155
ENSG00000143119,0.126433964,-0.032820497,0.070107462,0.052325284,0.032421787,0.020162854,-0.031773256
ENSG00000140368,-0.006898884,-0.03282366,-0.027232476,-0.018263102,-0.019843132,-0.018653905,-0.032535714
ENSG00000134996,0.030136013,-0.032813339,-0.000374905,-0.000165043,-0.009374775,-0.019984533,-0.030298575
ENSG00000102034,-0.011215215,-0.032815775,-0.01817512,-0.018372099,-0.025141037,-0.02698772,-0.032634222
ENSG00000163041,0.020553728,-0.032743602,-0.004284844,-0.001228465,-0.015826708,-0.017712234,-0.031577712
ENSG00000140332,-0.013978589,-0.032804803,-0.02541341,-0.014574561,-0.02395448,-0.024942087,-0.032784641
ENSG00000167208,-0.0202919,-0.03282366,-0.027830508,-0.027673755,-0.02773437,-0.029496636,-0.03271082
ENSG00000135114,-0.027084888,-0.03282366,-0.032161607,-0.030687128,-0.030103543,-0.02967086,-0.032724516
ENSG00000261416,-0.021127679,-0.03282366,-0.027568135,-0.029824169,-0.028995239,-0.027376341,-0.032660576
ENSG00000064666,0.047435448,-0.03281619,-0.002098803,-0.000737331,0.014379024,0.007787717,-0.032101244
ENSG00000157350,-0.026887873,-0.032194924,-0.030973734,-0.030509291,-0.031858202,-0.032000351,-0.032813789
ENSG00000065413,-0.019034777,-0.032822598,-0.023293883,-0.029294149,-0.025263061,-0.026173186,-0.032807708
ENSG00000103005,-0.024425393,-0.03282119,-0.029873924,-0.028770159,-0.030197234,-0.030440942,-0.032748012
ENSG00000211692,-0.031360998,-0.03282366,-0.032001471,-0.032535097,-0.03282366,-0.032640502,-0.03282366
ENSG00000100503,-0.015648908,-0.032788339,-0.021535452,-0.028458833,-0.024869101,-0.026200087,-0.032478316
ENSG00000234389,-0.031362374,-0.03282366,-0.032437039,-0.032810613,-0.032673676,-0.032434432,-0.03282366
ENSG00000128340,0.119448811,-0.032818284,0.049644696,0.036441769,0.060056459,0.026429325,-0.030401809
ENSG00000250966,-0.029606275,-0.03282366,-0.031383328,-0.031623069,-0.032274838,-0.032288892,-0.032765151
ENSG00000165609,-0.026645973,-0.032812701,-0.030345674,-0.031332354,-0.030105322,-0.030651859,-0.032794623
ENSG00000138071,0.047052291,-0.032759457,0.039921688,0.017604206,0.016749642,-0.001639994,-0.032115566
ENSG00000151465,-0.019934122,-0.032659429,-0.025698928,-0.029471094,-0.026454296,-0.027200917,-0.032768643
ENSG00000228382,-0.030659072,-0.03282366,-0.031394751,-0.032455494,-0.032411877,-0.032394186,-0.03282366
ENSG00000103194,-0.01713525,-0.032725899,-0.026129034,-0.028545454,-0.022439548,-0.025771186,-0.032447548
ENSG00000141968,-0.00632208,-0.032822079,-0.013755734,-0.018723275,-0.020421152,-0.021686109,-0.032600222
ENSG00000115415,-0.001272823,-0.032785425,-0.018334757,-0.012466438,-0.001768631,-0.015915491,-0.032537616
ENSG00000141506,-0.006965316,-0.032820033,-0.02028116,-0.019895982,-0.008411296,-0.008775909,-0.032613813
ENSG00000183484,-0.024661338,-0.03282366,-0.029473825,-0.029668016,-0.025371137,-0.025696189,-0.032780718
ENSG00000055332,-0.027395078,-0.032802137,-0.030589458,-0.031422037,-0.03046066,-0.030885961,-0.03279347
ENSG00000204525,0.974759253,-0.032633593,0.348281443,0.391730296,0.429438718,0.48728577,0.021170643
ENSG00000090238,0.051126506,-0.017225709,-0.009459102,-0.011571946,-0.013369182,-0.011490709,-0.031251233
ENSG00000072786,0.003428514,-0.032763706,-0.009779175,-0.015877759,-0.002397792,-0.004391085,-0.032564202
ENSG00000184922,0.036638609,-0.032822762,0.01069162,0.020098133,0.010903484,0.011784166,-0.03246974
ENSG00000120899,-0.000944518,-0.031354634,-0.008379969,-0.017741476,-0.021075449,-0.02112767,-0.03251598
ENSG00000230539,-0.031624254,-0.03282366,-0.032599818,-0.032461068,-0.03282366,-0.032689408,-0.03282366
ENSG00000251002,-0.031909995,-0.03282366,-0.032742543,-0.032821024,-0.032742853,-0.032790197,-0.032809015
ENSG00000049249,-0.031450368,-0.03282366,-0.032705222,-0.032643166,-0.032572163,-0.032450459,-0.03282366
ENSG00000115935,0.01073658,-0.03282366,-0.014033277,-0.022038844,0.002885586,-0.005215586,-0.027375323
ENSG00000164236,-0.031158429,-0.032822965,-0.03139359,-0.032813042,-0.032373372,-0.032552939,-0.032400868
ENSG00000135605,-0.030712265,-0.032788189,-0.031817447,-0.032252262,-0.032497708,-0.032441891,-0.032784874
ENSG00000005302,-0.02348424,-0.032818788,-0.025821429,-0.028782005,-0.026314183,-0.026105237,-0.032746207
ENSG00000213654,0.13801338,-0.03282366,0.038693541,0.065815465,0.072723881,0.03675868,-0.019321228
ENSG00000115091,-0.013917621,-0.032332716,-0.018562637,-0.022630666,-0.021602238,-0.025393052,-0.032518301
ENSG00000197903,0.004542439,-0.031376478,-0.018296151,-0.022667144,-0.022933164,-0.027689462,-0.001896351
ENSG00000147010,-0.013187328,-0.032815417,-0.01893406,-0.019275168,-0.014543769,-0.019706617,-0.032390971
ENSG00000130475,-0.024296905,-0.03282366,-0.025391897,-0.028262598,-0.027750651,-0.02826111,-0.032665286
ENSG00000164088,-0.013520383,-0.032821754,-0.021694744,-0.019875891,-0.020888991,-0.023262094,-0.032140147
ENSG00000197852,-0.032068925,-0.03282366,-0.032801701,-0.032774114,-0.032813113,-0.032814925,-0.032821749
ENSG00000135365,-0.023134874,-0.032567557,-0.027886114,-0.028237594,-0.027807921,-0.028470093,-0.032758115
ENSG00000255221,-0.031716643,-0.03282366,-0.032751585,-0.032612859,-0.031789744,-0.032538219,-0.032804141
ENSG00000160570,-0.002270349,-0.031837909,-0.01417111,-0.004013404,-0.005918332,-0.009896512,-0.032590588
ENSG00000163466,0.030941268,-0.032787353,0.012359436,0.003633721,0.003251452,0.002248263,-0.028854823
ENSG00000135655,-0.017231804,-0.030754672,-0.027090774,-0.025538546,-0.027247136,-0.028317617,-0.032733875
ENSG00000235499,-0.029314165,-0.03282366,-0.031255175,-0.030626141,-0.030986471,-0.031499286,-0.03282366
ENSG00000115267,-0.028653459,-0.032785014,-0.029273501,-0.030815355,-0.029605223,-0.030816378,-0.032788352
ENSG00000157601,-0.027374133,-0.03282366,-0.028653166,-0.029304033,-0.029737512,-0.030179601,-0.032698064
ENSG00000072864,-0.024877689,-0.032266692,-0.028923331,-0.029899288,-0.027392975,-0.028844156,-0.032806209
ENSG00000251393,-0.032153906,-0.03282366,-0.03282366,-0.032760007,-0.03282366,-0.03282366,-0.03282366
ENSG00000198055,0.000415484,-0.03207183,-0.008394714,-0.009824741,-0.006670374,-0.011190383,-0.031534314
ENSG00000102144,0.001235868,-0.032803901,0.000235168,-0.001104741,-0.002998223,-0.007959733,-0.03020382
ENSG00000113732,0.016125253,-0.032475545,-0.010434568,0.012445028,-0.017723794,-0.020093995,-0.014895411
ENSG00000215244,-0.031752336,-0.03282366,-0.032654214,-0.032722673,-0.032522688,-0.03265629,-0.032815868
ENSG00000268262,-0.031941968,-0.03282366,-0.03272241,-0.032616369,-0.032793401,-0.032710883,-0.03282366
ENSG00000179840,-0.031922584,-0.03282366,-0.032661297,-0.032562481,-0.03277999,-0.032775434,-0.032803874
ENSG00000118113,-0.032236268,-0.03282366,-0.032820791,-0.03282366,-0.03282366,-0.03282366,-0.03282366
ENSG00000221957,-0.032109081,-0.03282366,-0.032265308,-0.032812893,-0.03282366,-0.032700644,-0.032778796
ENSG00000243646,-0.031480238,-0.03282366,-0.03224444,-0.032077508,-0.032528997,-0.03260619,-0.032818373
ENSG00000167633,-0.032028984,-0.03282366,-0.032686556,-0.03282366,-0.03278111,-0.032588717,-0.032797955
ENSG00000110934,0.051657029,-0.032820265,-0.001800249,0.000605777,0.006949016,0.001479453,-0.008269362
ENSG00000135049,-0.014864496,-0.030251868,-0.023131177,-0.02109417,-0.024847463,-0.023429524,-0.032687331
ENSG00000224745,-0.030438556,-0.031541358,-0.032131637,-0.032199115,-0.032265263,-0.032471292,-0.03282366
ENSG00000054219,-0.030842261,-0.03282366,-0.031795316,-0.032055186,-0.031769473,-0.032013001,-0.032816827
ENSG00000167461,-0.028186239,-0.032821038,-0.028338125,-0.029291527,-0.029347398,-0.030334035,-0.032390517
ENSG00000197561,-0.032147831,-0.03282366,-0.032775673,-0.03243629,-0.032759125,-0.03281297,-0.03282366
ENSG00000145901,-0.00674244,-0.029227979,-0.01266362,-0.016554433,-0.00783712,-0.015052286,-0.031949845
ENSG00000111348,0.278442006,-0.032820422,0.14404648,0.169489082,0.237377067,0.164020014,0.057589219
ENSG00000258745,-0.032208788,-0.03282366,-0.032694569,-0.032661849,-0.03282366,-0.03282366,-0.03282366
ENSG00000166946,-0.018143995,-0.027829319,-0.02200397,-0.028284449,-0.026492466,-0.027234775,-0.032391787
ENSG00000172780,-0.031602114,-0.03280593,-0.032440159,-0.03188703,-0.03202611,-0.032301819,-0.03282366
ENSG00000179750,-0.032125844,-0.03282366,-0.032719586,-0.032746041,-0.032690695,-0.032742514,-0.03282366
